@relation MOCK_DATA-train

@attribute id numeric
@attribute First_Name {Phyllis,Maria,Anthony,Joseph,Lisa,Kelly,Louis,Jane,William,Sharon,Benjamin,Beverly,Brian,Ann,Jacqueline,Terry,Jason,Ruby,Jesse,Jeffrey,Justin,Richard,Cheryl,Judith,Samuel,Jonathan,Carolyn,Lori,Debra,Carl,Douglas,Craig,Denise,Eric,Gary,Henry,Mildred,Sean,Katherine,Roger,Jack,Nicole,Clarence,Raymond,Scott,Kathy,Barbara,Harry,Julie,Janice,Irene,Albert,Catherine,Joyce,Paula,Alan,Carol,Lawrence,Angela,Helen,Gerald,Eugene,Laura,Bruce,Robin,Joe,Julia,Mark,Susan,Jennifer,Janet,Alice,Larry,Kathleen,Chris,Adam,Stephanie,Gregory,Diane,Aaron,Marie,Christine,Daniel,George,Karen,Paul,Betty,Sandra,Donna,Tina,Patrick,Cynthia,Brenda,Sara,David,Fred,Kimberly,Lillian,Juan,Philip,Charles,Ashley,Edward,Emily,Arthur,Amy,Tammy,Bonnie,Stephen,Ralph,Rose,Victor,Jessica,Kenneth,Antonio,Jeremy,Willie,Kevin}
@attribute Last_Name {Jackson,Knight,Pierce,Burton,Gray,Cooper,Stewart,Brown,Ruiz,Matthews,Alvarez,Gonzalez,Larson,Mcdonald,Perry,Wallace,Stevens,Weaver,Day,Olson,Stone,Bailey,Cruz,Gomez,Chapman,Howell,Vasquez,Webb,Jenkins,West,Woods,Little,Kelley,Evans,Wheeler,Patterson,King,Dixon,Phillips,Mitchell,Jordan,Black,Reid,Simpson,Mendoza,Murphy,Nguyen,Bowman,Sullivan,Cox,Carpenter,Ward,Castillo,Reynolds,Wood,Fields,Howard,Stanley,Garrett,Hart,Ellis,Nelson,Morrison,Lawson,Coleman,Tucker,Wagner,Rice,Smith,Owens,Berry,Mccoy,Morgan,Wilson,Cole,Banks,Dean,Carr,Ryan,Russell,Andrews,Gardner,Medina,Greene,Young,Mills,Dunn,Palmer,Moreno,Cunningham,Freeman,Mason,Fox,White,Hawkins,Hanson,Harvey,Welch,Perez,Foster,Schmidt,Gonzales,Harper,Parker,Gibson,Lynch,Kennedy,Ramos,Taylor,George,Hunter,Morales,Gutierrez,Daniels,Henry,Williams,Collins,Lopez,Williamson,Ramirez,Turner,Thompson,Austin,Scott,Murray,Hunt,Richardson,Shaw,Lee,Jones,Martin,Willis,Jacobs,Ortiz}
@attribute Gender {Female,Male}
@attribute Date_Of_Birth {9/18/1994,2/25/1988,9/2/1993,2/13/1993,2/21/1993,10/17/1992,1/19/1988,1/24/1986,5/22/1981,1/24/1983,1/16/1988,7/30/1986,6/15/1984,12/6/1988,10/2/1988,5/7/1990,4/26/1991,7/31/1991,1/14/1987,12/19/1986,12/7/1988,2/15/1984,7/19/1985,8/18/1982,1/20/1991,5/7/1985,5/17/1993,9/26/1982,8/28/1991,2/18/1982,5/29/1992,3/30/1992,8/25/1989,10/29/1981,1/30/1986,8/28/1985,11/10/1987,3/30/1989,1/17/1984,4/5/1993,6/3/1984,6/28/1985,3/15/1993,10/17/1985,11/21/1986,12/21/1993,5/11/1990,3/15/1984,11/11/1987,12/7/1991,10/22/1985,7/31/1988,8/28/1994,6/26/1986,4/6/1981,10/13/1982,8/25/1987,12/31/1982,11/2/1988,10/29/1989,11/19/1993,8/17/1990,4/19/1981,3/17/1994,7/11/1993,5/29/1981,2/4/1991,8/1/1990,11/1/1987,3/24/1991,11/29/1986,2/20/1989,3/4/1994,11/16/1985,3/15/1981,7/6/1983,2/17/1991,8/10/1988,10/24/1985,11/29/1989,4/29/1988,5/17/1986,5/20/1986,9/29/1991,1/31/1981,12/3/1993,2/19/1982,9/30/1993,5/29/1983,12/25/1986,9/26/1988,12/23/1984,6/4/1988,10/11/1989,2/2/1986,1/5/1982,4/22/1990,7/17/1987,2/17/1983,2/17/1989,1/23/1981,10/22/1983,12/26/1990,3/31/1991,3/18/1993,4/6/1986,8/30/1984,4/15/1984,6/7/1982,6/16/1981,4/24/1982,12/13/1987,8/18/1991,4/18/1981,4/27/1981,2/11/1982,5/3/1984,6/21/1992,3/15/1992,1/12/1987,12/12/1983,4/26/1990,5/13/1987,10/20/1986,8/29/1983,7/12/1987,7/14/1988,3/2/1982,6/1/1982,11/13/1987,8/23/1993,6/29/1993,5/31/1991,9/20/1992,4/21/1986,2/4/1988,1/1/1987,4/1/1984,10/28/1992,6/19/1984,4/3/1989,10/17/1988,8/2/1987,1/11/1994,9/28/1989,10/26/1984,8/19/1986,5/13/1986,6/2/1985,12/9/1985,12/3/1989,3/23/1984,1/10/1988,7/9/1990,4/1/1991,4/14/1981,1/31/1991,7/21/1987,11/3/1983,4/28/1990,5/12/1988,12/12/1993,4/5/1984,8/9/1992,6/12/1984,6/11/1985,1/22/1990,3/12/1983,9/9/1983,3/17/1985,7/6/1993,3/30/1987,7/20/1988,3/6/1993,11/30/1988,5/2/1981,12/5/1987,4/4/1989,1/6/1981,10/11/1983,3/22/1987,9/20/1983,5/20/1993,5/16/1988,3/7/1984,12/4/1984,9/27/1992,3/22/1982,12/23/1983,11/8/1988,3/7/1987,3/2/1993,11/27/1984,2/24/1989,12/9/1984,7/7/1989}
@attribute Email {pjackson0@slate.com,mknight1@smh.com.au,apierce2@webeden.co.uk,jburton3@fema.gov,lgray4@ezinearticles.com,kcooper5@bizjournals.com,lstewart6@bloglines.com,jbrown7@reverbnation.com,wruiz8@bloglovin.com,smatthews9@epa.gov,balvareza@ebay.co.uk,bgonzalezb@hud.gov,blarsonc@examiner.com,apierced@google.com.hk,jmcdonalde@soundcloud.com,tperryf@auda.org.au,jwallaceg@army.mil,bstevensh@sun.com,rweaveri@ocn.ne.jp,jdayj@uol.com.br,jolsonk@example.com,jstonel@mapquest.com,rmatthewsm@cnet.com,cbaileyn@google.de,jcruzo@usatoday.com,spiercep@goo.ne.jp,jgomezq@cisco.com,cchapmanr@github.com,lhowells@bizjournals.com,dvasquezt@sciencedaily.com,kwebbu@msu.edu,cjenkinsv@imdb.com,dmatthewsw@vkontakte.ru,cwestx@bbb.org,dwoodsy@ucoz.ru,clittlez@google.co.uk,lkelley10@buzzfeed.com,devans11@japanpost.jp,swheeler12@unicef.org,epatterson13@whitehouse.gov,gking14@instagram.com,hdixon15@networkadvertising.org,mphillips16@photobucket.com,smitchell17@sfgate.com,hjordan18@goo.ne.jp,kblack19@google.pl,cgray1a@oaic.gov.au,mreid1b@fotki.com,rsimpson1c@photobucket.com,jmendoza1d@parallels.com,jalvarez1e@europa.eu,nmurphy1f@yelp.com,cnguyen1g@canalblog.com,rbowman1h@spiegel.de,ssullivan1i@hexun.com,kcox1j@mapquest.com,bcarpenter1k@skyrock.com,egray1l@biblegateway.com,hward1m@sphinn.com,jcastillo1n@soundcloud.com,jpierce1o@redcross.org,ijackson1p@macromedia.com,areynolds1q@forbes.com,cwood1r@yellowpages.com,lfields1s@1und1.de,dhoward1t@theglobeandmail.com,jstanley1u@uiuc.edu,jevans1v@springer.com,pgarrett1w@tinyurl.com,agomez1x@dedecms.com,chart1y@blogtalkradio.com,rellis1z@hostgator.com,hjenkins20@google.de,lnelson21@gmpg.org,amorrison22@yandex.ru,hlawson23@chronoengine.com,gcoleman24@wikipedia.org,etucker25@w3.org,llawson26@biblegateway.com,jwagner27@house.gov,nrice28@usa.gov,bsmith29@smh.com.au,wknight2a@indiegogo.com,ccastillo2b@shinystat.com,howens2c@mozilla.com,rruiz2d@admin.ch,jberry2e@free.fr,jmatthews2f@google.it,jnelson2g@google.com.br,mmccoy2h@bluehost.com,sphillips2i@google.fr,jstanley2j@livejournal.com,cmorgan2k@ning.com,bwilson2l@icio.us,jwoods2m@dedecms.com,acole2n@joomla.org,jbanks2o@delicious.com,ldean2p@ucoz.ru,ccarr2q@nature.com,lberry2r@weibo.com,kryan2s@skype.com,bsimpson2t@sogou.com,crussell2u@addthis.com,aandrews2v@tamu.edu,bgardner2w@cnn.com,smedina2x@samsung.com,jgreene2y@house.gov,drussell2z@goodreads.com,jyoung30@google.de,gcox31@usgs.gov,dmills32@dedecms.com,adunn33@netlog.com,msimpson34@amazon.co.uk,cdean35@weibo.com,dpalmer36@pen.io,gmoreno37@geocities.com,scunningham38@jiathis.com,kfreeman39@smugmug.com,jmason3a@github.com,pfox3b@joomla.org,jlawson3c@discuz.net,bwhite3d@posterous.com,jhawkins3e@elegantthemes.com,jhanson3f@si.edu,sharvey3g@ca.gov,jmoreno3h@webeden.co.uk,pwelch3i@google.de,bgarrett3j@discovery.com,dperez3k@opera.com,cgarrett3l@smh.com.au,jfox3m@purevolume.com,mfoster3n@eventbrite.com,tschmidt3o@arizona.edu,pwelch3p@privacy.gov.au,cgonzales3q@mayoclinic.com,aharper3r@google.cn,bparker3s@aol.com,pgibson3t@eventbrite.com,afreeman3u@wunderground.com,mlynch3v@dedecms.com,skennedy3w@storify.com,cramos3x@furl.net,dtaylor3y@forbes.com,dreynolds3z@hp.com,ageorge40@gnu.org,ssimpson41@theguardian.com,schapman42@hhs.gov,framos43@tinypic.com,hhunter44@biglobe.ne.jp,ccunningham45@php.net,kmorales46@mapy.cz,egutierrez47@marriott.com,pknight48@discovery.com,lberry49@adobe.com,bdaniels4a@twitter.com,jhenry4b@google.fr,bday4c@dmoz.org,rwilliams4d@freewebs.com,scollins4e@virginia.edu,slopez4f@google.pl,jwilliamson4g@apple.com,pfoster4h@devhub.com,cgibson4i@youtu.be,rramirez4j@adobe.com,cchapman4k@hc360.com,gturner4l@cocolog-nifty.com,agardner4m@lycos.com,rthompson4n@wordpress.com,eaustin4o@rediff.com,sgutierrez4p@multiply.com,edixon4q@redcross.org,bscott4r@feedburner.com,amurray4s@devhub.com,sgray4t@netvibes.com,caustin4u@independent.co.uk,ablack4v@hugedomains.com,jhunt4w@yellowpages.com,trichardson4x@parallels.com,lshaw4y@wikipedia.org,plee4z@jigsy.com,bharper50@state.gov,skelley51@creativecommons.org,rjones52@latimes.com,jphillips53@discovery.com,lhanson54@amazon.com,rmccoy55@oracle.com,aevans56@bloglines.com,rlynch57@ebay.co.uk,kmartin58@ucoz.ru,vwillis59@zdnet.com,jreynolds5a@comsenz.com,afreeman5b@mac.com,kwhite5c@pagesperso-orange.fr,agardner5d@pagesperso-orange.fr,lwilliamson5e@blogtalkradio.com,llee5f@dailymotion.com,jjacobs5g@flavors.me,jschmidt5h@msn.com,wfox5i@thetimes.co.uk,kortiz5j@imdb.com}
@attribute Citizenship {Russia,Canada,Mongolia,'United States',Egypt,Azerbaijan,'Cape Verde',Thailand,France,Peru,Brazil,Indonesia,Montenegro,Philippines,Colombia,Iran,China,Sweden,Cuba,Macedonia,Luxembourg,'South Africa',Honduras,Portugal,Angola,Pakistan,Venezuela,Malta,Nicaragua,Mauritania,'Sri Lanka',Japan,Croatia,Hungary,Guatemala,Bangladesh,'Bosnia and Herzegovina',Ukraine,Turkmenistan,Argentina,Poland,Greece,Malaysia,'Burkina Faso',Kosovo,Slovakia,Mexico,'Czech Republic',Serbia,Tunisia,Nigeria,'United Kingdom','Costa Rica',Cambodia,Slovenia,Vietnam,Lithuania,'Sierra Leone',Barbados,Oman,Swaziland,Yemen,'New Zealand'}
@attribute Country_Of_Birth {Russia,Canada,Mongolia,'United States',Egypt,Azerbaijan,'Cape Verde',Thailand,France,Peru,Brazil,Indonesia,Montenegro,Philippines,Colombia,Iran,China,Sweden,Cuba,Macedonia,Luxembourg,'South Africa',Honduras,Portugal,Angola,Pakistan,Venezuela,Malta,Nicaragua,Mauritania,'Sri Lanka',Japan,Croatia,Hungary,Guatemala,Bangladesh,'Bosnia and Herzegovina',Ukraine,Turkmenistan,Argentina,Poland,Greece,Malaysia,'Burkina Faso',Kosovo,Slovakia,Mexico,'Czech Republic',Serbia,Tunisia,Nigeria,'United Kingdom','Costa Rica',Cambodia,Slovenia,Vietnam,Lithuania,'Sierra Leone',Barbados,Oman,Swaziland,Yemen,'New Zealand'}
@attribute Language {English,French,Mandarin,German}
@attribute 'Year_of_Arrival_USA ' numeric
@attribute 'Course _information' {MSIT,'Global MISM','Financial Engineering','MS in CS',MISM,MBA,MSIPPM}
@attribute 'Postgraduate_or_Undergraduate ' {UG,PG}
@attribute 'Type_of_attendance ' {part_time,full-time}
@attribute 'Mode_of_attendance ' {internal,external,multi-modal}
@attribute Course_GPA numeric
@attribute Course_Completion_Year numeric
@attribute Field_of_Education {Marketing,'Public Policy',Finance,IT,Business,'Computer Science'}
@attribute 'Basis _for_admission ' {GRE,GMAT,SAT}
@attribute 'Equity_Data ' {Low-Income,'Remote Region',Disability}
@attribute Entrance_Score numeric
@attribute Location_permanent_homeresidence {Russia,Canada,Mongolia,'United States',Egypt,Azerbaijan,'Cape Verde',Thailand,France,Peru,Brazil,Indonesia,Montenegro,Philippines,Colombia,Iran,China,Sweden,Cuba,Macedonia,Luxembourg,'South Africa',Honduras,Portugal,Angola,Pakistan,Venezuela,Malta,Nicaragua,Mauritania,'Sri Lanka',Japan,Croatia,Hungary,Guatemala,Bangladesh,'Bosnia and Herzegovina',Ukraine,Turkmenistan,Argentina,Poland,Greece,Malaysia,'Burkina Faso',Kosovo,Slovakia,Mexico,'Czech Republic',Serbia,Tunisia,Nigeria,'United Kingdom','Costa Rica',Cambodia,Slovenia,Vietnam,Lithuania,'Sierra Leone',Barbados,Oman,Swaziland,Yemen,'New Zealand'}
@attribute 'highest_education_prior_commencement ' {UG,PG}
@attribute Graduation {Yes,No}

@data
67,Joyce,Stanley,Female,2/4/1991,jstanley1u@uiuc.edu,Philippines,Philippines,German,2010,MSIT,UG,full-time,internal,3.82,2012,'Public Policy',SAT,'Remote Region',791,Philippines,PG,Yes
68,Joseph,Evans,Male,8/1/1990,jevans1v@springer.com,Portugal,Portugal,German,2011,MSIPPM,PG,part_time,internal,3.76,2014,Finance,GRE,Low-Income,771,Portugal,PG,Yes
69,Paula,Garrett,Female,11/1/1987,pgarrett1w@tinyurl.com,Indonesia,Indonesia,French,2015,MBA,UG,full-time,external,3.89,2007,'Computer Science',SAT,Low-Income,717,Indonesia,PG,Yes
70,Alan,Gomez,Male,3/24/1991,agomez1x@dedecms.com,China,China,Mandarin,2009,'Global MISM',UG,part_time,external,3.54,2009,IT,SAT,Low-Income,784,China,PG,Yes
71,Carol,Hart,Female,11/29/1986,chart1y@blogtalkradio.com,Hungary,Hungary,German,2013,MBA,PG,part_time,internal,3.87,2014,Finance,SAT,'Remote Region',797,Hungary,UG,Yes
72,Raymond,Ellis,Male,2/20/1989,rellis1z@hostgator.com,Russia,Russia,Mandarin,2014,'MS in CS',UG,full-time,external,3.89,2007,Finance,SAT,Disability,677,Russia,PG,Yes
73,Harry,Jenkins,Male,3/4/1994,hjenkins20@google.de,China,China,English,2011,'Financial Engineering',PG,part_time,external,3.44,2011,Business,GRE,Disability,652,China,PG,Yes
74,Lawrence,Nelson,Male,11/16/1985,lnelson21@gmpg.org,Guatemala,Guatemala,English,2013,MBA,PG,full-time,multi-modal,3.04,2007,IT,GRE,Low-Income,623,Guatemala,PG,Yes
75,Angela,Morrison,Female,3/15/1981,amorrison22@yandex.ru,'South Africa','South Africa',English,2007,MBA,PG,full-time,internal,3.39,2008,Business,GRE,'Remote Region',727,'South Africa',UG,Yes
76,Helen,Lawson,Female,7/6/1983,hlawson23@chronoengine.com,China,China,Mandarin,2014,'Global MISM',PG,full-time,external,3.7,2013,Finance,GMAT,Disability,795,China,UG,Yes
77,Gerald,Coleman,Male,2/17/1991,gcoleman24@wikipedia.org,Bangladesh,Bangladesh,Mandarin,2013,MSIPPM,UG,full-time,multi-modal,3.54,2007,Business,GRE,Low-Income,753,Bangladesh,PG,Yes
78,Eugene,Tucker,Male,8/10/1988,etucker25@w3.org,'Bosnia and Herzegovina','Bosnia and Herzegovina',English,2014,'Financial Engineering',PG,part_time,internal,3.78,2011,Marketing,GMAT,'Remote Region',712,'Bosnia and Herzegovina',PG,Yes
79,Laura,Lawson,Female,10/24/1985,llawson26@biblegateway.com,Ukraine,Ukraine,German,2008,MSIT,UG,full-time,multi-modal,3.08,2014,Marketing,GMAT,Low-Income,755,Ukraine,PG,Yes
80,Julie,Wagner,Female,11/29/1989,jwagner27@house.gov,Sweden,Sweden,German,2009,MISM,PG,part_time,multi-modal,3.74,2010,'Public Policy',SAT,Low-Income,662,Sweden,PG,Yes
81,Nicole,Rice,Female,4/29/1988,nrice28@usa.gov,Russia,Russia,French,2008,MISM,PG,full-time,internal,3.96,2012,IT,SAT,'Remote Region',729,Russia,PG,Yes
82,Bruce,Smith,Male,5/17/1986,bsmith29@smh.com.au,Turkmenistan,Turkmenistan,French,2012,MSIPPM,UG,full-time,external,3.06,2011,Marketing,GMAT,Low-Income,657,Turkmenistan,UG,Yes
83,William,Knight,Male,5/20/1986,wknight2a@indiegogo.com,France,France,Mandarin,2007,'MS in CS',PG,part_time,multi-modal,3.5,2013,Marketing,SAT,Disability,774,France,PG,Yes
84,Catherine,Castillo,Female,9/29/1991,ccastillo2b@shinystat.com,Argentina,Argentina,German,2015,MBA,PG,full-time,multi-modal,3.17,2007,IT,SAT,'Remote Region',729,Argentina,UG,Yes
85,Harry,Owens,Male,1/31/1981,howens2c@mozilla.com,'United States','United States',Mandarin,2012,MISM,UG,part_time,external,3.02,2012,Marketing,GMAT,Low-Income,692,'United States',PG,Yes
86,Robin,Ruiz,Female,12/3/1993,rruiz2d@admin.ch,Indonesia,Indonesia,French,2012,MBA,UG,full-time,multi-modal,3.69,2007,'Computer Science',SAT,Low-Income,749,Indonesia,UG,Yes
87,Joyce,Berry,Female,2/19/1982,jberry2e@free.fr,Philippines,Philippines,Mandarin,2015,'Global MISM',UG,full-time,multi-modal,3.25,2011,Finance,SAT,Low-Income,627,Philippines,PG,Yes
88,Joe,Matthews,Male,9/30/1993,jmatthews2f@google.it,'United States','United States',English,2010,MISM,PG,part_time,internal,3.99,2010,Business,GRE,Disability,792,'United States',UG,Yes
89,Julia,Nelson,Female,5/29/1983,jnelson2g@google.com.br,Poland,Poland,French,2014,MSIT,PG,part_time,internal,3.36,2011,IT,GMAT,'Remote Region',677,Poland,PG,Yes
90,Mark,Mccoy,Male,12/25/1986,mmccoy2h@bluehost.com,China,China,German,2012,'Global MISM',PG,part_time,multi-modal,3.63,2007,'Computer Science',GMAT,Low-Income,671,China,PG,Yes
91,Susan,Phillips,Female,9/26/1988,sphillips2i@google.fr,Sweden,Sweden,French,2012,MSIT,UG,part_time,internal,3.38,2011,Business,GRE,Low-Income,748,Sweden,PG,Yes
92,Jennifer,Stanley,Female,12/23/1984,jstanley2j@livejournal.com,Russia,Russia,French,2008,'MS in CS',UG,full-time,external,3.84,2015,'Computer Science',GMAT,Low-Income,694,Russia,UG,Yes
93,Carl,Morgan,Male,6/4/1988,cmorgan2k@ning.com,Greece,Greece,French,2013,'Global MISM',UG,part_time,internal,3.53,2008,'Public Policy',GMAT,Low-Income,686,Greece,UG,Yes
94,Benjamin,Wilson,Male,10/11/1989,bwilson2l@icio.us,Greece,Greece,English,2011,MSIT,UG,part_time,internal,3.05,2011,IT,GRE,Low-Income,683,Greece,UG,Yes
95,Janet,Woods,Female,2/2/1986,jwoods2m@dedecms.com,Malaysia,Malaysia,German,2011,'MS in CS',UG,full-time,multi-modal,3.95,2009,'Public Policy',SAT,'Remote Region',605,Malaysia,PG,Yes
96,Alice,Cole,Female,1/5/1982,acole2n@joomla.org,'Burkina Faso','Burkina Faso',French,2010,MISM,PG,full-time,external,3.71,2011,Business,SAT,Low-Income,660,'Burkina Faso',UG,Yes
97,Jason,Banks,Male,4/22/1990,jbanks2o@delicious.com,Brazil,Brazil,English,2014,MISM,UG,part_time,external,3.01,2010,'Computer Science',GMAT,Low-Income,747,Brazil,UG,Yes
98,Larry,Dean,Male,7/17/1987,ldean2p@ucoz.ru,Indonesia,Indonesia,Mandarin,2009,MSIPPM,PG,full-time,internal,3.65,2014,IT,GRE,'Remote Region',685,Indonesia,PG,Yes
99,Craig,Carr,Male,2/17/1983,ccarr2q@nature.com,Portugal,Portugal,German,2012,MSIT,PG,full-time,multi-modal,3.97,2007,'Computer Science',SAT,'Remote Region',734,Portugal,PG,Yes
100,Laura,Berry,Female,2/17/1989,lberry2r@weibo.com,Indonesia,Indonesia,German,2014,'Financial Engineering',PG,full-time,multi-modal,3.93,2011,IT,GMAT,'Remote Region',676,Indonesia,UG,Yes
101,Kathleen,Ryan,Female,1/23/1981,kryan2s@skype.com,'United States','United States',Mandarin,2012,MSIT,UG,part_time,multi-modal,3.01,2007,Marketing,GMAT,Disability,683,'United States',PG,Yes
102,Bruce,Simpson,Male,10/22/1983,bsimpson2t@sogou.com,Colombia,Colombia,German,2009,'MS in CS',UG,part_time,multi-modal,3.64,2014,Finance,GMAT,Disability,685,Colombia,PG,Yes
103,Chris,Russell,Male,12/26/1990,crussell2u@addthis.com,Portugal,Portugal,Mandarin,2008,'Global MISM',UG,part_time,external,3.85,2014,Finance,SAT,Disability,625,Portugal,UG,Yes
104,Adam,Andrews,Male,3/31/1991,aandrews2v@tamu.edu,Kosovo,Kosovo,Mandarin,2012,MISM,UG,full-time,multi-modal,3.32,2014,Finance,SAT,Disability,798,Kosovo,UG,Yes
105,Benjamin,Gardner,Male,3/18/1993,bgardner2w@cnn.com,Indonesia,Indonesia,German,2013,MSIT,PG,part_time,external,3.94,2014,IT,GRE,Disability,623,Indonesia,PG,Yes
106,Stephanie,Medina,Female,4/6/1986,smedina2x@samsung.com,Indonesia,Indonesia,French,2015,'Financial Engineering',PG,part_time,internal,3.88,2014,Finance,SAT,Low-Income,638,Indonesia,PG,Yes
107,Justin,Greene,Male,8/30/1984,jgreene2y@house.gov,Ukraine,Ukraine,Mandarin,2014,MSIPPM,PG,full-time,multi-modal,3.43,2012,Finance,GRE,Low-Income,796,Ukraine,UG,Yes
108,Debra,Russell,Female,3/15/1981,drussell2z@goodreads.com,Croatia,Croatia,Mandarin,2012,'MS in CS',PG,full-time,internal,3.2,2015,Marketing,GRE,'Remote Region',622,Croatia,UG,Yes
109,Joe,Young,Male,4/15/1984,jyoung30@google.de,Slovakia,Slovakia,German,2013,'Financial Engineering',UG,part_time,multi-modal,3.02,2011,Business,GMAT,Low-Income,618,Slovakia,PG,Yes
110,Gregory,Cox,Male,12/31/1982,gcox31@usgs.gov,Mexico,Mexico,French,2015,MBA,UG,part_time,external,3.57,2009,'Public Policy',SAT,'Remote Region',645,Mexico,PG,Yes
111,Diane,Mills,Female,6/7/1982,dmills32@dedecms.com,China,China,German,2007,'Financial Engineering',PG,full-time,internal,3.7,2009,'Computer Science',SAT,'Remote Region',609,China,PG,Yes
112,Aaron,Dunn,Male,6/16/1981,adunn33@netlog.com,Mexico,Mexico,German,2014,MBA,PG,full-time,internal,3.73,2012,'Computer Science',SAT,Low-Income,751,Mexico,PG,Yes
113,Marie,Simpson,Female,4/24/1982,msimpson34@amazon.co.uk,Russia,Russia,French,2011,'Financial Engineering',PG,part_time,internal,3.19,2012,'Computer Science',GRE,Low-Income,632,Russia,UG,Yes
114,Christine,Dean,Female,12/13/1987,cdean35@weibo.com,Azerbaijan,Azerbaijan,French,2009,MISM,UG,part_time,multi-modal,3.92,2008,'Public Policy',SAT,Low-Income,692,Azerbaijan,UG,Yes
115,Daniel,Palmer,Male,8/18/1991,dpalmer36@pen.io,China,China,French,2013,'Global MISM',PG,part_time,multi-modal,3.25,2013,Business,GRE,Disability,783,China,PG,Yes
116,George,Moreno,Male,4/18/1981,gmoreno37@geocities.com,Philippines,Philippines,German,2013,MSIPPM,UG,full-time,internal,3.16,2008,'Computer Science',GRE,Disability,641,Philippines,PG,Yes
117,Scott,Cunningham,Male,4/27/1981,scunningham38@jiathis.com,'Czech Republic','Czech Republic',Mandarin,2011,'Global MISM',PG,part_time,multi-modal,3.3,2011,'Public Policy',GMAT,Low-Income,687,'Czech Republic',UG,Yes
118,Karen,Freeman,Female,2/11/1982,kfreeman39@smugmug.com,China,China,Mandarin,2009,MSIT,PG,full-time,external,3.18,2014,Business,SAT,Disability,628,China,UG,Yes
119,Jesse,Mason,Male,5/3/1984,jmason3a@github.com,Serbia,Serbia,English,2009,MISM,PG,part_time,internal,3.66,2007,IT,GRE,Low-Income,738,Serbia,UG,Yes
120,Paul,Fox,Male,6/21/1992,pfox3b@joomla.org,Indonesia,Indonesia,French,2009,MSIPPM,UG,full-time,internal,3.58,2013,'Public Policy',SAT,Low-Income,771,Indonesia,UG,Yes
121,Joyce,Lawson,Female,3/15/1992,jlawson3c@discuz.net,Tunisia,Tunisia,German,2007,MSIT,UG,full-time,internal,3.97,2007,Business,SAT,'Remote Region',716,Tunisia,PG,Yes
122,Betty,White,Female,1/12/1987,bwhite3d@posterous.com,China,China,English,2009,MBA,UG,part_time,multi-modal,3.36,2010,Finance,GMAT,Disability,718,China,PG,Yes
123,Jennifer,Hawkins,Female,12/12/1983,jhawkins3e@elegantthemes.com,Nigeria,Nigeria,Mandarin,2012,MSIT,PG,full-time,internal,3.27,2007,IT,GRE,Disability,618,Nigeria,PG,Yes
124,Julie,Hanson,Female,4/26/1990,jhanson3f@si.edu,Russia,Russia,German,2013,MSIPPM,PG,part_time,multi-modal,3.35,2014,IT,SAT,Low-Income,779,Russia,UG,Yes
125,Sandra,Harvey,Female,5/13/1987,sharvey3g@ca.gov,'United Kingdom','United Kingdom',French,2009,MSIPPM,PG,full-time,multi-modal,3.87,2012,'Public Policy',GRE,Disability,675,'United Kingdom',UG,Yes
126,Jack,Moreno,Male,10/20/1986,jmoreno3h@webeden.co.uk,Philippines,Philippines,Mandarin,2014,MSIPPM,PG,part_time,internal,3.7,2013,'Public Policy',GRE,Low-Income,745,Philippines,UG,No
127,Phyllis,Welch,Female,8/29/1983,pwelch3i@google.de,Mexico,Mexico,English,2012,MISM,UG,part_time,external,3,2010,Finance,GRE,Disability,682,Mexico,PG,No
128,Brian,Garrett,Male,7/12/1987,bgarrett3j@discovery.com,Croatia,Croatia,English,2012,MSIT,UG,part_time,internal,3.66,2009,Finance,GMAT,'Remote Region',780,Croatia,UG,No
129,Donna,Perez,Female,7/14/1988,dperez3k@opera.com,China,China,Mandarin,2009,'Financial Engineering',PG,part_time,internal,3.72,2012,Marketing,SAT,'Remote Region',638,China,PG,No
130,Catherine,Garrett,Female,3/2/1982,cgarrett3l@smh.com.au,'Costa Rica','Costa Rica',English,2007,MISM,PG,part_time,internal,3.36,2013,IT,GRE,Low-Income,624,'Costa Rica',PG,No
131,Jeffrey,Fox,Male,6/1/1982,jfox3m@purevolume.com,Peru,Peru,English,2009,'Financial Engineering',UG,full-time,external,3.24,2009,Marketing,GMAT,Disability,637,Peru,UG,No
132,Mark,Foster,Male,11/13/1987,mfoster3n@eventbrite.com,Cambodia,Cambodia,Mandarin,2014,'Financial Engineering',UG,part_time,multi-modal,3.35,2013,Finance,SAT,'Remote Region',744,Cambodia,UG,No
133,Tina,Schmidt,Female,8/23/1993,tschmidt3o@arizona.edu,China,China,French,2007,MBA,PG,part_time,external,3.43,2014,'Computer Science',GMAT,'Remote Region',796,China,UG,No
134,Patrick,Welch,Male,6/29/1993,pwelch3p@privacy.gov.au,Slovenia,Slovenia,English,2007,'Financial Engineering',UG,full-time,multi-modal,3.11,2012,'Public Policy',GMAT,Disability,629,Slovenia,UG,No
135,Cynthia,Gonzales,Female,5/31/1991,cgonzales3q@mayoclinic.com,Russia,Russia,German,2014,MSIT,PG,part_time,external,3.34,2010,'Public Policy',GRE,'Remote Region',614,Russia,PG,No
136,Albert,Harper,Male,9/20/1992,aharper3r@google.cn,Indonesia,Indonesia,English,2009,'Global MISM',PG,full-time,multi-modal,3.72,2008,Business,GRE,Disability,686,Indonesia,PG,No
